,index,date,result_page,subsection_name,headline,_id,word_count,print_page,web_url,byline,keywords,section_name,document_type,snippet,source,pub_date,lead_paragraph,type_of_material,uri,multimedia,abstract,news_desk,print_section
770,2990,1995-03-26,1,Unknown,"{'main': 'IN SHORT: FICTION', 'kicker': None, 'content_kicker': None, 'print_headline': 'IN SHORT: FICTION', 'name': None, 'seo': None, 'sub': None}",nyt://article/9bb69095-223a-5850-9066-30eea445cdf6,199,18.0,https://www.nytimes.com/1995/03/26/books/in-short-fiction-862895.html,"{'original': 'By Fran Handman', 'person': [{'firstname': 'Fran', 'middlename': None, 'lastname': 'Handman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}","[{'name': 'persons', 'value': 'Carlile, Clancy', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Reviews', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': 'CHILDREN OF THE DUST (BOOK)', 'rank': 4, 'major': 'N'}]",Books,article,Unknown,The New York Times,1995-03-26T05:00:00+0000,"CHILDREN OF THE DUST By Clancy Carlile. Random House, $20.",Review,nyt://article/9bb69095-223a-5850-9066-30eea445cdf6,[],"  CHILDREN OF THE DUST  By Clancy Carlile. Random House, $20.",Book Review Desk,7
771,1483,2007-12-30,0,Book Review,"{'main': 'Why Is That Land Smiling?', 'kicker': None, 'content_kicker': None, 'print_headline': 'Why Is That Land Smiling?', 'name': None, 'seo': None, 'sub': None}",nyt://article/38d1fe0f-b842-5d15-8189-cb90f34411c5,872,6.0,https://www.nytimes.com/2007/12/30/books/review/Paul-t.html,"{'original': 'By Pamela Paul', 'person': [{'firstname': 'Pamela', 'middlename': None, 'lastname': 'Paul', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}","[{'name': 'subject', 'value': 'Books and Literature', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Weiner, Eric', 'rank': 2, 'major': 'N'}]",Books,article,A professed grouch travels to pleasurable destinations and analyzes their formulas for happiness.,The New York Times,2007-12-30T05:00:00+0000,Pity the writer who attempts a treatise on happiness without resorting to shopworn philosophic quotations and the predictable shout-out to Tolstoy. Surely Eric Weiner deserves points for devising a new way to address the perennial question of what makes people happy and why. ,Review,nyt://article/38d1fe0f-b842-5d15-8189-cb90f34411c5,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/12/22/books/paul190.jpg', 'height': 352, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/12/22/books/paul75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/12/22/books/paul75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]",A professed grouch travels to pleasurable destinations and analyzes their formulas for happiness.,BookReview,7
772,1806,1994-06-05,1,Unknown,"{'main': 'Mr. Kurtz -- He Back!', 'kicker': None, 'content_kicker': None, 'print_headline': 'Mr. Kurtz -- He Back!', 'name': None, 'seo': None, 'sub': None}",nyt://article/504df835-f53a-5ae2-9ebf-2150914de207,824,40.0,https://www.nytimes.com/1994/06/05/books/mr-kurtz-he-back.html,"{'original': 'By James Marcus', 'person': [{'firstname': 'James', 'middlename': None, 'lastname': 'Marcus', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}","[{'name': 'persons', 'value': 'Findley, Timothy', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'BOOK REVIEWS', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'HEADHUNTER (BOOK)', 'rank': 3, 'major': 'N'}]",Books,article,Unknown,The New York Times,1994-06-05T05:00:00+0000,HEADHUNTER By Timothy Findley. 440 pp. New York: Crown Publishers. $23.,Review,nyt://article/504df835-f53a-5ae2-9ebf-2150914de207,[],  HEADHUNTER By Timothy Findley. 440 pp. New York: Crown Publishers. $23.,Book Review Desk,7
773,8235,1998-05-31,2,Unknown,"{'main': 'The Ladies Who Lied', 'kicker': None, 'content_kicker': None, 'print_headline': 'The Ladies Who Lied', 'name': None, 'seo': None, 'sub': None}",nyt://article/e8d4b7e3-a0fd-5bac-b820-7bb4c3875d1e,1080,44.0,https://www.nytimes.com/1998/05/31/books/the-ladies-who-lied.html,"{'original': 'By Donald E. Westlake', 'person': [{'firstname': 'Donald', 'middlename': 'E.', 'lastname': 'Westlake', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}","[{'name': 'persons', 'value': 'McIntosh, Elizabeth P', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Reviews', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': 'SISTERHOOD OF SPIES (BOOK)', 'rank': 4, 'major': 'N'}]",Books,article,Donald E Westlake reviews book Sisterhood of Spies: The Women of the OSS by Elizabeth P McIntosh (M),The New York Times,1998-05-31T05:00:00+0000,SISTERHOOD OF SPIES,Review,nyt://article/e8d4b7e3-a0fd-5bac-b820-7bb4c3875d1e,[],Donald E Westlake reviews book Sisterhood of Spies: The Women of the OSS by Elizabeth P McIntosh (M),Book Review Desk,7
774,14602,2002-05-26,1,Unknown,"{'main': 'BOOKS IN BRIEF: FICTION & POETRY', 'kicker': None, 'content_kicker': None, 'print_headline': 'BOOKS IN BRIEF: FICTION & POETRY', 'name': None, 'seo': None, 'sub': None}",nyt://article/ac7eca80-8dba-5b26-94fe-a7b994edc9eb,240,17.0,https://www.nytimes.com/2002/05/26/books/books-in-brief-fiction-poetry-095559.html,"{'original': 'By Maggie Galehouse', 'person': [{'firstname': 'Maggie', 'middlename': None, 'lastname': 'Galehouse', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}","[{'name': 'persons', 'value': 'Clarke, Brock', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Reviews', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': ""WHAT WE WON'T DO: STORIES (BOOK)"", 'rank': 4, 'major': 'N'}]",Books,article,Maggie Galehouse reviews book What We Won't Do: Stories by Brock Clarke (S),The New York Times,2002-05-26T05:00:00+0000,WHAT WE WON'T DO,Review,nyt://article/ac7eca80-8dba-5b26-94fe-a7b994edc9eb,[],Maggie Galehouse reviews book What We Won't Do: Stories by Brock Clarke (S),Book Review Desk,7
775,4335,1996-01-14,1,Book Review,"{'main': 'Books in Brief: FICTION & POETRY', 'kicker': None, 'content_kicker': None, 'print_headline': 'Books in Brief: FICTION & POETRY', 'name': None, 'seo': None, 'sub': None}",nyt://article/5623f7df-efbf-5b1d-b05a-32fb5ec6570f,257,19.0,https://www.nytimes.com/1996/01/14/books/books-in-brief-fiction-poetry.html,"{'original': 'By Scott Martelle', 'person': [{'firstname': 'Scott', 'middlename': None, 'lastname': 'Martelle', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}","[{'name': 'glocations', 'value': 'SCOTLAND (UK)', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Martelle, Scott', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': ""FOLLETT, KEN KENNETH MARTIN 'KEN' FOLLETT"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Reviews', 'rank': 5, 'major': 'N'}, {'name': 'creative_works', 'value': 'PLACE CALLED FREEDOM, A (BOOK)', 'rank': 6, 'major': 'N'}]",Books,article,"A PLACE CALLED FREEDOM By Ken Follett. Crown, $25.",The New York Times,1996-01-14T05:00:00+0000,"A PLACE CALLED FREEDOM By Ken Follett. Crown, $25.",Review,nyt://article/5623f7df-efbf-5b1d-b05a-32fb5ec6570f,[],"A PLACE CALLED FREEDOM By Ken Follett. Crown, $25.",Book Review Desk,7
776,3663,1995-09-17,0,Unknown,"{'main': 'BOOKS IN BRIEF: FICTION', 'kicker': None, 'content_kicker': None, 'print_headline': 'BOOKS IN BRIEF: FICTION', 'name': None, 'seo': None, 'sub': None}",nyt://article/1bb0d33b-5165-5a89-91d1-c18f67a617c5,255,25.0,https://www.nytimes.com/1995/09/17/books/books-in-brief-fiction-551795.html,"{'original': 'By Alida Becker', 'person': [{'firstname': 'Alida', 'middlename': None, 'lastname': 'Becker', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}","[{'name': 'persons', 'value': 'Hart, Josephine', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Reviews', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': 'OBLIVION (BOOK)', 'rank': 4, 'major': 'N'}]",Books,article,Unknown,The New York Times,1995-09-17T05:00:00+0000,"OBLIVION By Josephine Hart. Viking, $19.95.",Review,nyt://article/1bb0d33b-5165-5a89-91d1-c18f67a617c5,[],"  OBLIVION  By Josephine Hart. Viking, $19.95.     Laura is dead. Her husband, Andrew, just can't stop thinking about her -- even as he's diligently trysting with Sarah, a lusty young thing who would make an admirable replacement wife. Andrew's mother-in-law, a retired civil servant named Jane, is also thinking about Laura and holding impromptu solo seances in Laura's old room, sometimes in the nude. Then she starts following Sarah, finding herself ""moved to sudden tears"" when she watches her daughter's rival buying tampons in a drugstore. Readers of Josephine Hart's previous novels, ""Damage"" and ""Sin,"" may be forgiven for expecting these preliminary maneuvers to be whipped into yet another kinkily dysfunctional family set-to. But here the drama is presented in a thuddingly literal fashion as Andrew, who interviews celebrities on television, takes himself off to grill Catherine, a cranky old playwright, then sits through a reading of her latest work, ominously entitled ""The Book."" Andrew seems to find it all fascinating and therapeutic. Readers -- who must endure an 80-page script in which the grimly larky voices of a crowd of dear and not so dear departed try to ""get across the fact that they existed"" -- will soon be squirming in their seats. When it's all over, Jane has stopped being sinister and Andrew has resigned himself to remaining ""a little sad"" forever. The rest of us are left pondering the remarks of the ""Maitre Death"" of Catherine's play: ""Remember, the people with the most interesting stories aren't necessarily the ones who talk."" ALIDA BECKER",Book Review Desk,7
777,12732,2001-01-28,1,Unknown,"{'main': 'New & Noteworthy Paperbacks', 'kicker': None, 'content_kicker': None, 'print_headline': 'New & Noteworthy Paperbacks', 'name': None, 'seo': None, 'sub': None}",nyt://article/a400cf71-692b-5a8e-bfaa-635bdc9abbd6,715,24.0,https://www.nytimes.com/2001/01/28/books/new-noteworthy-paperbacks-500232.html,"{'original': 'By Scott Veale', 'person': [{'firstname': 'Scott', 'middlename': None, 'lastname': 'Veale', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",[],Books,article,Unknown,The New York Times,2001-01-28T05:00:00+0000,"WONDERS OF THE AFRICAN WORLD, by Henry Louis Gates Jr. Photographs by Lynn Davis. (Knopf, $24.95.) The Harvard professor and noted essayist draws on 30 years of experience visiting and studying Africa in this lively introduction to the continent's history and archaeology, which highlights the achievements of African societies from Timbuktu to Zanzibar. Originally a ''companion'' to a PBS series, the book is somewhat limited in scope, but ''Gates writes with concentration and clarity,'' William Langewiesche wrote in the Book Review in 1999.",Review,nyt://article/a400cf71-692b-5a8e-bfaa-635bdc9abbd6,[]," WONDERS OF THE AFRICAN WORLD, by Henry Louis Gates Jr. Photographs by Lynn Davis. (Knopf, $24.95.) The Harvard professor and noted essayist draws on 30 years of experience visiting and studying Africa in this lively introduction to the continent's history and archaeology, which highlights the achievements of African societies from Timbuktu to Zanzibar. Originally a ''companion'' to a PBS series, the book is somewhat limited in scope, but ''Gates writes with concentration and clarity,'' William Langewiesche wrote in the Book Review in 1999.    MR. SPACEMAN, by Robert Olen Butler. (Grove, $12.) This novel's hero is Desi, a many-fingered, zoot-suit-wearing extraterrestrial who learns to speak a demented English by watching television and who beams up American earthlings to his spaceship to pick their brains. His mission is to reveal himself to the world on the eve of the millennium. ''Desi is the most likable, engaging and human of aliens,'' Geoff Nicholson said in these pages last year.    EDWARD ALBEE. A Singular Journey: A Biography, by Mel Gussow. (Applause, $16.95.) The Pulitzer Prize-winning playwright is portrayed by a cultural critic for The New York Times as tenaciously self-assured despite his ragged record on Broadway, and remarkably candid about his many ups and downs. In 1999 our reviewer, Lawrence DeVine, called this ''a riveting biography.''    MOTHER NATURE: Maternal Instincts and How They Shape the Human Species, by Sarah Blaffer Hrdy. (Ballantine, $18.95.) A biologist and anthropologist (as well as a parent) questions some long-held assumptions about maternity, presenting encyclopedic evidence from history, literature and evolutionary science to support her theory that motherhood is neither instinctive nor automatic. ''This is not just a book for mothers but one that will stimulate and challenge anyone interested in the relationship between parents and children,'' Anne Magurran said here last year.    A STRANGER IN THE EARTH, by Marcel Theroux. (Harvest/Harcourt, $13.) Horace Littlefair is an amiably tweedy orphan who stumbles into London to take a job at an eccentric newspaper that at first glance resembles something cooked up by Evelyn Waugh. But this novel is less a satire than a kindhearted coming-of-age story that revels in its characters' predicaments and the messiness of life. It ''delights because it's never quite what you expect it to be,'' David Willis McCullough said here in 1999.    WHERE THE RAINBOW ENDS, by Jameson Currier. (Overlook, $14.95.) This first novel revolves around a group of gay friends and lovers as they mature from their exuberant, sexually liberated early days in 1970's Manhattan to more cautious, often painful, lives in the 1990's. ''Currier is adept at drawing a fine line between the erotic and the tragic,'' Erik Burns wrote here in 1999.    MOTH SMOKE, by Mohsin Hamid. (Picador USA, $13.) Set in modern-day Pakistan, this Gatsbyesque first novel traces the downward spiral of a young man who is resentful and mocking of the sybaritic jet set while desperate to join its ranks. The result is a ''brisk, absorbing'' tale that ''probes the vulgarity and violence that lurk beneath a surface of affluence and ease,'' Jhumpa Lahiri said in the Book Review last year. ''Hamid steers us from start to finish with assurance and care.''    HOMEMADE ESTHETICS: Observations on Art and Taste, by Clement Greenberg. (Oxford University, $15.95.) In a series of seminars at Bennington College in 1971, the influential art critic Clement Greenberg (1909-94) argues that taste matters above all in making aesthetic judgments. His book ''is studded with bright aper-->us, sharp critique and copious evidence of refreshingly honest taste formation,'' David Cohen wrote in these pages in 1999.    NOBROW: The Culture of Marketing -- the Marketing of Culture, by John Seabrook. (Vintage, $12.) Part memoir of a cultural consumer, part group portrait of today's ''culture capitalists'' in the entertainment industry, this book argues that a ''hierarchy of hotness'' has replaced traditional notions of quality. ''Seabrook is at his best in dryly sending up the artificiality and arbitrariness of life in the culture ministries,'' Alexander Star wrote here in 2000.    FORTUNE'S ROCKS, by Anita Shreve. (Back Bay/Little, Brown, $13.95.) This unabashedly florid novel turns on the carnal education of a young girl who falls for a married doctor in a New Hampshire coastal town. The result ''is a slickly made confection for readers who want to laugh and cry at the noble struggle of the human heart,'' Albert Mobilio said here in 1999.   Scott Veale  ",Book Review Desk,7
778,1940,1991-10-27,2,Unknown,"{'main': 'IN SHORT: NONFICTION', 'kicker': None, 'content_kicker': None, 'print_headline': 'IN SHORT: NONFICTION', 'name': None, 'seo': None, 'sub': None}",nyt://article/d5d90cc8-513c-59af-99d4-22c66e01ce70,284,20.0,https://www.nytimes.com/1991/10/27/books/in-short-nonfiction-676991.html,"{'original': 'By Dulcie Leimbach', 'person': [{'firstname': 'Dulcie', 'middlename': None, 'lastname': 'Leimbach', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}","[{'name': 'persons', 'value': 'Cosby, Bill', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'BOOK REVIEWS', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'CHILDHOOD (BOOK)', 'rank': 3, 'major': 'N'}]",Books,article,Unknown,The New York Times,1991-10-27T05:00:00+0000,"CHILDHOOD By Bill Cosby. Putnam, $14.95.",Review,nyt://article/d5d90cc8-513c-59af-99d4-22c66e01ce70,[],"  CHILDHOOD  By Bill Cosby. Putnam, $14.95.",Book Review Desk,7
779,16989,2004-03-21,0,Unknown,"{'main': 'BOOKS IN BRIEF: FICTION & POETRY', 'kicker': None, 'content_kicker': None, 'print_headline': 'BOOKS IN BRIEF: FICTION & POETRY', 'name': None, 'seo': None, 'sub': None}",nyt://article/48882704-7278-5390-bd01-c530d2ea5ad5,216,16.0,https://www.nytimes.com/2004/03/21/books/books-in-brief-fiction-poetry-766224.html,"{'original': 'By John Hartl', 'person': [{'firstname': 'John', 'middlename': None, 'lastname': 'Hartl', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}","[{'name': 'persons', 'value': 'Morris, Mary McGarry', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Reviews', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': 'HOLE IN THE UNIVERSE, A (BOOK)', 'rank': 4, 'major': 'N'}]",Books,article,John Hartl reviews book A Hole in the Universe by Mary McGarry Morris (B),The New York Times,2004-03-21T05:00:00+0000,A HOLE IN THE UNIVERSE,Review,nyt://article/48882704-7278-5390-bd01-c530d2ea5ad5,[],John Hartl reviews book A Hole in the Universe by Mary McGarry Morris (B),Book Review Desk,7
780,17568,2004-09-26,0,Unknown,"{'main': ""'American Soldier': Man With a Plan, Sort Of"", 'kicker': None, 'content_kicker': None, 'print_headline': 'Man With a Plan, Sort Of', 'name': None, 'seo': None, 'sub': None}",nyt://article/7162403e-2133-56cc-b338-8703c02cd7d7,1133,15.0,https://www.nytimes.com/2004/09/26/books/review/american-soldier-man-with-a-plan-sort-of.html,"{'original': 'By Michael Newman', 'person': [{'firstname': 'Michael', 'middlename': None, 'lastname': 'Newman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}","[{'name': 'persons', 'value': 'MCCONNELL, MALCOLM', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Franks, Tommy R', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Reviews', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Biographical Information', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 6, 'major': 'N'}, {'name': 'creative_works', 'value': 'AMERICAN SOLDIER (BOOK)', 'rank': 7, 'major': 'N'}]",Books,article,Michael Newman reviews book American Soldier by Tommy Franks with Malcolm McConnell (M),The New York Times,2004-09-26T05:00:00+0000,AMERICAN SOLDIER By Tommy Franks with Malcolm McConnell. Illustrated. 590 pp. ReganBooks. $27.95.,Review,nyt://article/7162403e-2133-56cc-b338-8703c02cd7d7,[],Michael Newman reviews book American Soldier by Tommy Franks with Malcolm McConnell (M),Book Review Desk,7
781,734,1992-06-14,2,Unknown,"{'main': 'IN SHORT: NONFICTION', 'kicker': None, 'content_kicker': None, 'print_headline': 'IN SHORT: NONFICTION', 'name': None, 'seo': None, 'sub': None}",nyt://article/b7ecfb8c-45c8-5051-bc4c-4a200456fcb6,238,20.0,https://www.nytimes.com/1992/06/14/books/in-short-nonfiction-262092.html,"{'original': 'By Jack Sullivan', 'person': [{'firstname': 'Jack', 'middlename': None, 'lastname': 'Sullivan', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}","[{'name': 'persons', 'value': 'Symonds, Craig L', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'BOOK REVIEWS', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'JOSEPH B JOHNSTON: A CIVIL WAR BIOGRAPHY (BOOK)', 'rank': 3, 'major': 'N'}]",Books,article,Unknown,The New York Times,1992-06-14T05:00:00+0000,"JOSEPH E. JOHNSTON A Civil War Biography. By Craig L. Symonds. Norton, $29.95.",Review,nyt://article/b7ecfb8c-45c8-5051-bc4c-4a200456fcb6,[],"  JOSEPH E. JOHNSTON A Civil War Biography. By Craig L. Symonds. Norton, $29.95.",Book Review Desk,7
782,306,1993-05-30,1,Unknown,"{'main': 'Bookshelf', 'kicker': ""CHILDREN'S BOOKS"", 'content_kicker': None, 'print_headline': ""CHILDREN'S BOOKS; Bookshelf"", 'name': None, 'seo': None, 'sub': None}",nyt://article/85f3457a-437e-54c0-ada9-098e51870f2e,206,19.0,https://www.nytimes.com/1993/05/30/books/children-s-books-bookshelf-916593.html,"{'original': None, 'person': [], 'organization': None}","[{'name': 'subject', 'value': 'BOOK REVIEWS', 'rank': 1, 'major': 'N'}]",Books,article,Unknown,The New York Times,1993-05-30T05:00:00+0000,Additional titles of interest:,Review,nyt://article/85f3457a-437e-54c0-ada9-098e51870f2e,[],"  Additional titles of interest:   MAXI, THE STAR. By Debra and Sal Barracca. Illustrated by Alan Ayers. Dial. $13.99. (Ages 5 to 9) A producer wants to test Maxi the taxi dog for a pet food commercial, so he and his driver, Jim, set out from New York to California. Hollywood is fun, the test is a success, but Jim and Maxi are glad to be back in Manhattan at the end. The intensely colored illustrations of city scenes and the wide-open spaces are richly amusing.",Book Review Desk,7
783,379,2007-04-22,2,Book Review,"{'main': 'Life of the Party', 'kicker': None, 'content_kicker': None, 'print_headline': 'Life of the Party', 'name': None, 'seo': None, 'sub': None}",nyt://article/eedfbdfa-b221-5235-8dd3-237051af3146,1611,Unknown,https://www.nytimes.com/2007/04/22/books/review/Schillinger.t.html,"{'original': 'By Liesl Schillinger', 'person': [{'firstname': 'Liesl', 'middlename': None, 'lastname': 'Schillinger', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}","[{'name': 'subject', 'value': 'Books and Literature', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Biographical Information', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Lerman, Leo', 'rank': 3, 'major': 'N'}]",Books,article,"A magnificent arrangement of the unpublished memoirs and correspondence of Leo Lerman, a dazzling man who knew absolutely everyone.",The New York Times,2007-04-22T04:00:00+0000,"Leo Lerman once turned down an invitation from the king and queen of Spain so he could dine with the Condé Nast publishing magnate Donald Newhouse. Another time, he flatly rejected a “Narcissus naked” Yul Brynner, who was begging him to sleep with him and pathetically murmuring, “Why won’t you? Why won’t you?” The first, and probably only, woman Lerman ever saw naked was his great friend Marlene Dietrich, at a time when she was having what he described in a diary entry as an “intense affair with Yul.” According to Lerman’s lifelong love and partner, the artist Gray Foy, Dietrich had asked Lerman into her bath to demonstrate “the female anatomy.” Apparently, Lerman took in the view with respectful attention, if not passion. But he was not always so above-it-all. Meeting a young writer at a New York gathering in the mid-1940s, he complied with good humor when the man jumped on his back in a stairwell and demanded a piggyback ride. That man turned out to be Truman Capote. If you are not one of the sun-seeking stems craning out of the thicket of magazine-world Manhattan, this may raise an echoing question for you: Who is Leo Lerman?",Review,nyt://article/eedfbdfa-b221-5235-8dd3-237051af3146,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/04/22/books/cover450.jpg', 'height': 536, 'width': 711, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/04/22/books/cover190.jpg', 'height': 143, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/04/22/books/cover75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/04/22/books/cover75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","A magnificent arrangement of the unpublished memoirs and correspondence of Leo Lerman, a dazzling man who knew absolutely everyone.",BookReview,Unknown
784,11605,2000-06-04,0,Unknown,"{'main': 'You Talking to Me?', 'kicker': None, 'content_kicker': None, 'print_headline': 'You Talking to Me?', 'name': None, 'seo': None, 'sub': None}",nyt://article/004eab26-96f5-55c3-8b32-8d908d70e510,757,22.0,https://www.nytimes.com/2000/06/04/books/you-talking-to-me.html,"{'original': 'By Ken Tucker', 'person': [{'firstname': 'Ken', 'middlename': None, 'lastname': 'Tucker', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}","[{'name': 'persons', 'value': 'Koch, Kenneth', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Reviews', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': 'NEW ADDRESSES: POEMS (BOOK)', 'rank': 4, 'major': 'N'}]",Books,article,Ken Tucker reviews book New Addresses: Poems by Kenneth Koch; drawing (M),The New York Times,2000-06-04T05:00:00+0000,NEW ADDRESSES,Review,nyt://article/004eab26-96f5-55c3-8b32-8d908d70e510,[],Ken Tucker reviews book New Addresses: Poems by Kenneth Koch; drawing (M),Book Review Desk,7
785,8416,1998-07-12,0,Book Review,"{'main': 'Birds of a Feather', 'kicker': None, 'content_kicker': None, 'print_headline': 'Birds of a Feather', 'name': None, 'seo': None, 'sub': None}",nyt://article/220c1900-ff0d-5c03-8b06-356f4f8d151c,1154,34.0,https://www.nytimes.com/1998/07/12/books/birds-of-a-feather.html,"{'original': 'By Tom Drury', 'person': [{'firstname': 'Tom', 'middlename': None, 'lastname': 'Drury', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}","[{'name': 'persons', 'value': 'Drury, Tom', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'White, Bailey', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Reviews', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'Quite a Year for Plums (Book)', 'rank': 5, 'major': 'N'}]",Books,article,Tom Drury reviews book Quite a Year for Plums by Bailey White (M),The New York Times,1998-07-12T05:00:00+0000,QUITE A YEAR FOR PLUMS By Bailey White. 220 pp. New York: Alfred A. Knopf. $22.,Review,nyt://article/220c1900-ff0d-5c03-8b06-356f4f8d151c,[],Tom Drury reviews book Quite a Year for Plums by Bailey White (M),Book Review Desk,7
786,16050,2003-06-22,1,Unknown,"{'main': 'BOOKS IN BRIEF: FICTION', 'kicker': None, 'content_kicker': None, 'print_headline': 'BOOKS IN BRIEF: FICTION', 'name': None, 'seo': None, 'sub': None}",nyt://article/7b579bd2-fc96-5bca-9e14-0b63b58664c7,213,24.0,https://www.nytimes.com/2003/06/22/books/books-in-brief-fiction-098647.html,"{'original': 'By Charles Wilson', 'person': [{'firstname': 'Charles', 'middlename': None, 'lastname': 'Wilson', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",[],Books,article,Unknown,The New York Times,2003-06-22T05:00:00+0000,EVERYONE'S BURNING,Review,nyt://article/7b579bd2-fc96-5bca-9e14-0b63b58664c7,[],"  EVERYONE'S BURNING   By Ian Spiegelman.   Villard, $18.95.  ",Book Review Desk,7
